image_name,crema,color_clarity,presentation,type_of_cup,type_of_coffee,served_way,is_relevant
coffe_image(9).jpg,0,0,0,0,2,0,1
coffe_image(100).jpg,1,2,0,1,0,1,1
coffe_image(51).jpg,1,2,0,1,0,0,1
coffe_image(52).jpg,1,2,0,1,0,0,1
coffe_image(53).jpg,1,2,0,1,0,0,1
coffe_image(54).jpg,1,2,0,1,0,0,1
coffe_image(55).jpg,1,2,0,1,0,0,1
coffe_image(56).jpg,1,2,0,1,0,0,1
coffe_image(57).jpg,1,2,0,1,0,0,1
coffe_image(58).jpg,0,2,0,1,0,0,1
coffe_image(59).jpg,0,2,0,1,0,0,1
coffe_image(60).jpg,0,2,0,1,0,0,1
coffe_image(61).jpg,1,2,0,1,0,0,1
coffe_image(62).jpg,1,2,0,1,0,0,1
coffe_image(63).jpg,1,2,0,1,0,0,1
coffe_image(64).jpg,1,2,0,1,0,0,1
coffe_image(65).jpg,1,2,0,1,0,0,1
coffe_image(66).jpg,1,2,0,1,0,0,1
coffe_image(67).jpg,1,2,0,1,0,1,1
coffe_image(68).jpg,1,2,0,1,0,1,1
coffe_image(69).jpg,1,2,0,1,0,0,1
coffe_image(70).jpg,1,2,0,1,0,0,1
coffe_image(71).jpg,1,2,0,1,0,0,1
coffe_image(72).jpg,1,2,0,1,0,0,1
coffe_image(73).jpg,1,2,0,1,0,0,1
coffe_image(74).jpg,1,2,0,1,0,0,1
coffe_image(75).jpg,1,2,0,1,0,0,1
coffe_image(76).jpg,1,2,0,1,0,1,1
coffe_image(77).jpg,1,2,0,1,0,1,1
coffe_image(78).jpg,1,2,0,1,0,1,1
coffe_image(79).jpg,1,-1,0,2,0,1,1
coffe_image(80).jpg,1,-1,0,2,0,1,1
coffe_image(81).jpg,1,-1,0,2,0,1,1
coffe_image(82).jpg,1,-1,0,2,0,1,1
coffe_image(83).jpg,1,-1,0,2,0,0,1
coffe_image(84).jpg,1,-1,0,2,0,0,1
coffe_image(85).jpg,1,-1,0,2,0,0,1
coffe_image(86).jpg,1,-1,0,2,0,0,1
coffe_image(87).jpg,1,-1,0,2,0,1,1
coffe_image(88).jpg,1,-1,0,2,0,1,1
coffe_image(89).jpg,1,2,0,2,0,1,1
coffe_image(90).jpg,1,2,0,2,0,1,1
coffe_image(91).jpg,1,2,0,2,0,0,1
coffe_image(92).jpg,1,2,0,2,0,0,1
coffe_image(93).jpg,1,2,0,2,0,0,1
coffe_image(94).jpg,1,2,0,2,0,0,1
coffe_image(95).jpg,1,2,0,2,0,0,1
coffe_image(96).jpg,1,2,0,2,0,0,1
coffe_image(97).jpg,1,-1,0,2,0,0,1
coffe_image(98).jpg,1,-1,0,2,0,1,1
coffe_image(99).jpg,1,-1,0,2,0,1,1
coffe_image(101).jpg,1,2,0,2,0,1,1
coffe_image(102).jpg,1,2,0,2,0,1,1
coffe_image(103).jpg,1,2,0,2,0,1,1
coffe_image(104).jpg,1,2,0,2,0,1,1
coffe_image(105).jpg,1,2,0,2,0,1,1
coffe_image(106).jpg,0,0,0,1,1,0,1
coffe_image(107).jpg,0,0,0,1,1,0,1
coffe_image(108).jpg,0,0,0,1,1,0,1
coffe_image(109).jpg,1,1,0,1,1,0,1
coffe_image(110).jpg,1,1,0,1,1,0,1
coffe_image(111).jpg,1,1,0,1,1,0,1
coffe_image(112).jpg,1,1,0,1,1,0,1
coffe_image(113).jpg,1,1,0,1,1,0,1
coffe_image(114).jpg,1,1,0,1,1,0,1
coffe_image(115).jpg,1,1,0,1,1,0,1
coffe_image(116).jpg,1,1,0,1,1,0,1
coffe_image(117).jpg,1,2,0,2,0,1,1
coffe_image(118).jpg,1,2,0,2,0,1,1
coffe_image(119).jpg,1,2,0,2,0,1,1
coffe_image(120).jpg,1,2,0,2,0,1,1
coffe_image(121).jpg,1,2,0,2,0,1,1
coffe_image(122).jpg,1,2,0,2,0,1,1
coffe_image(123).jpg,1,2,0,2,0,1,1
coffe_image(124).jpg,1,2,0,2,0,1,1
coffe_image(125).jpg,1,2,0,2,0,0,1
coffe_image(126).jpg,1,2,0,2,0,0,1
coffe_image(127).jpg,1,2,0,2,0,0,1
coffe_image(128).jpg,1,2,0,2,0,0,1
coffe_image(129).jpg,1,2,0,2,0,0,1
coffe_image(130).jpg,1,2,0,2,0,0,1
coffe_image(131).jpg,1,2,0,2,0,1,1
coffe_image(132).jpg,1,2,0,2,0,1,1
coffe_image(133).jpg,1,2,0,2,0,1,1
coffe_image(134).jpg,1,2,0,2,0,1,1
coffe_image(135).jpg,1,2,0,2,0,1,1
coffe_image(136).jpg,1,2,0,2,0,1,1
coffe_image(137).jpg,2,-1,0,2,0,1,1
coffe_image(138).jpg,2,-1,0,2,0,1,1
coffe_image(139).jpg,2,-1,0,2,0,1,1
coffe_image(140).jpg,2,-1,0,2,0,1,1
coffe_image(141).jpg,2,-1,0,2,0,1,1
coffe_image(142).jpg,2,-1,0,2,0,1,1
coffe_image(143).jpg,0,2,0,1,1,0,1
coffe_image(144).jpg,0,2,0,1,1,0,1
coffe_image(145).jpg,0,2,0,1,1,0,1
coffe_image(146).jpg,0,2,0,1,1,0,1
coffe_image(147).jpg,0,2,0,1,1,0,1
coffe_image(148).jpg,1,2,0,1,0,0,1
coffe_image(149).jpg,1,2,0,1,0,0,1
coffe_image(150).jpg,1,2,0,1,0,0,1
coffe_image(151).jpg,1,2,0,2,0,0,1
coffe_image(152).jpg,1,2,0,2,0,1,1
coffe_image(153).jpg,1,2,0,2,0,1,1
coffe_image(154).jpg,1,2,0,2,1,1,1
coffe_image(155).jpg,1,2,0,2,0,1,1
coffe_image(156).jpg,1,2,0,2,0,1,1
coffe_image(157).jpg,1,2,0,2,0,1,1
coffe_image(158).jpg,1,2,0,2,0,1,1
coffe_image(159).jpg,1,2,0,2,0,1,1
coffe_image(160).jpg,2,-1,0,2,1,1,1
coffe_image(161).jpg,2,-1,0,2,1,1,1
coffe_image(162).jpg,2,-1,0,2,1,1,1
coffe_image(163).jpg,2,-1,0,2,1,1,1
coffe_image(164).jpg,2,-1,0,2,1,1,1
coffe_image(165).jpg,2,-1,0,2,1,1,1
coffe_image(166).jpg,2,-1,0,2,1,1,1
coffe_image(167).jpg,2,-1,0,2,1,1,1
coffe_image(168).jpg,2,-1,0,2,1,1,1
coffe_image(169).jpg,2,-1,0,2,1,1,1
coffe_image(170).jpg,2,-1,0,2,1,1,1
coffe_image(171).jpg,2,-1,0,2,1,1,1
coffe_image(172).jpg,1,2,0,2,0,0,1
coffe_image(173).jpg,1,2,0,2,0,0,1
coffe_image(174).jpg,1,2,0,2,0,0,1
coffe_image(175).jpg,1,2,0,2,0,0,1
coffe_image(176).jpg,1,2,0,2,0,0,1
coffe_image(177).jpg,0,0,0,2,0,1,1
coffe_image(178).jpg,0,0,0,2,0,1,1
coffe_image(179).jpg,0,0,0,2,0,1,1
coffe_image(180).jpg,0,0,0,2,0,1,1
coffe_image(181).jpg,1,2,0,2,0,1,1
coffe_image(182).jpg,1,2,0,2,0,1,1
coffe_image(183).jpg,1,2,0,2,0,1,1
coffe_image(184).jpg,1,2,0,2,0,1,1
coffe_image(185).jpg,1,-1,0,2,0,0,1
coffe_image(186).jpg,1,-1,0,2,0,0,1
coffe_image(187).jpg,1,-1,0,2,0,0,1
coffe_image(188).jpg,1,-1,0,2,0,0,1
coffe_image(189).jpg,0,0,0,1,1,0,1
coffe_image(190).jpg,0,0,0,1,1,0,1
coffe_image(191).jpg,0,0,0,1,1,0,1
coffe_image(192).jpg,0,0,0,1,1,0,1
coffe_image(193).jpg,0,0,0,1,1,0,1
coffe_image(194).jpg,0,0,0,1,1,0,1
coffe_image(195).jpg,0,0,0,1,1,0,1
coffe_image(196).jpg,0,0,0,1,1,0,1
coffe_image(197).jpg,0,0,0,1,1,0,1
coffe_image(198).jpg,0,0,0,1,1,0,1
coffe_image(199).jpg,0,0,0,1,1,0,1
coffe_image(200).jpg,0,0,0,1,1,0,1
coffe_image(201).jpg,1,-1,0,1,1,0,1
coffe_image(202).jpg,0,1,0,1,1,0,1
coffe_image(203).jpg,0,0,0,1,1,0,1
coffe_image(204).jpg,0,0,0,1,1,0,1
coffe_image(205).jpg,0,0,0,1,1,0,1
coffe_image(206).jpg,2,-1,0,1,1,0,1
coffe_image(207).jpg,2,-1,0,1,1,0,1
coffe_image(208).jpg,0,0,0,1,1,0,1
coffe_image(209).jpg,0,0,0,1,1,0,1
coffe_image(210).jpg,2,-1,0,1,1,0,1
coffe_image(211).jpg,2,-1,0,1,1,0,1
coffe_image(212).jpg,2,-1,0,1,1,0,1
coffe_image(213).jpg,0,1,0,1,1,0,1
coffe_image(214).jpg,0,1,0,1,1,0,1
coffe_image(215).jpg,0,1,0,1,1,0,1
coffe_image(216).jpg,0,1,0,1,1,0,1
coffe_image(217).jpg,0,1,0,1,1,0,1
coffe_image(218).jpg,0,1,0,1,1,0,1
coffe_image(219).jpg,0,1,0,1,1,0,1
coffe_image(220).jpg,0,1,0,1,1,0,1
coffe_image(221).jpg,0,1,0,1,1,0,1
coffe_image(222).jpg,0,1,0,1,1,0,1
coffe_image(223).jpg,0,1,0,1,1,0,1
coffe_image(224).jpg,0,1,0,1,1,0,1
coffe_image(225).jpg,0,1,0,1,1,0,1
coffe_image(226).jpg,0,1,0,1,1,0,1
coffe_image(227).jpg,0,1,0,1,1,0,1
coffe_image(228).jpg,0,1,0,1,1,0,1
coffe_image(229).jpg,1,-1,0,2,1,1,1
coffe_image(230).jpg,1,-1,0,2,1,1,1
coffe_image(231).jpg,1,-1,0,2,1,1,1
coffe_image(232).jpg,1,-1,0,2,1,1,1
coffe_image(233).jpg,1,-1,0,2,1,1,1
coffe_image(234).jpg,1,-1,0,2,1,1,1
coffe_image(235).jpg,0,0,0,1,1,0,1
coffe_image(236).jpg,0,0,0,1,1,0,1
coffe_image(237).jpg,2,1,0,1,1,0,1
coffe_image(238).jpg,2,1,0,1,1,0,1
coffe_image(239).jpg,2,1,0,1,1,0,1
coffe_image(240).jpg,2,1,0,1,1,0,1
coffe_image(241).jpg,2,1,0,1,1,0,1
coffe_image(242).jpg,2,1,0,1,1,0,1
coffe_image(243).jpg,2,1,0,1,1,0,1
coffe_image(244).jpg,2,1,0,1,1,0,1
coffe_image(245).jpg,1,2,0,2,0,1,1
coffe_image(246).jpg,1,2,0,2,0,1,1
coffe_image(247).jpg,1,2,0,2,0,1,1
coffe_image(248).jpg,1,2,0,2,0,1,1
coffe_image(249).jpg,1,2,0,2,0,1,1
coffe_image(250).jpg,1,2,0,2,0,1,1
coffe_image(251).jpg,1,0,0,2,0,1,1
coffe_image(252).jpg,1,0,0,2,0,1,1
coffe_image(253).jpg,1,0,0,2,0,1,1
coffe_image(254).jpg,1,0,0,2,0,1,1
coffe_image(255).jpg,1,2,0,2,0,1,1
coffe_image(256).jpg,1,2,0,2,0,1,1
coffe_image(257).jpg,1,2,0,2,0,1,1
coffe_image(258).jpg,1,2,0,2,0,1,1
coffe_image(259).jpg,1,2,0,2,0,1,1
coffe_image(260).jpg,0,0,0,2,1,0,1
coffe_image(261).jpg,0,0,0,2,1,0,1
coffe_image(262).jpg,0,0,0,2,1,0,1
coffe_image(263).jpg,0,0,0,2,1,0,1
coffe_image(264).jpg,0,0,0,2,1,0,1
coffe_image(265).jpg,0,0,0,2,1,0,1
coffe_image(266).jpg,0,0,0,2,1,0,1
coffe_image(267).jpg,0,0,0,2,1,0,1
coffe_image(268).jpg,0,0,0,2,1,0,1
coffe_image(269).jpg,0,0,0,2,1,0,1
coffe_image(270).jpg,1,2,0,2,0,1,1
coffe_image(271).jpg,1,2,0,2,0,1,1
coffe_image(272).jpg,1,2,0,2,0,1,1
coffe_image(273).jpg,1,2,0,2,0,1,1
coffe_image(274).jpg,0,1,0,2,1,1,1
coffe_image(275).jpg,0,1,0,2,1,1,1
coffe_image(276).jpg,0,1,0,2,1,1,1
coffe_image(277).jpg,0,1,0,2,1,1,1
coffe_image(278).jpg,0,1,0,2,1,1,1
coffe_image(279).jpg,0,1,0,2,1,1,1
coffe_image(280).jpg,0,1,0,2,1,1,1
coffe_image(281).jpg,0,1,0,2,1,1,1
coffe_image(282).jpg,0,1,0,2,1,1,1
coffe_image(283).jpg,0,1,0,2,1,1,1
coffe_image(284).jpg,0,1,0,2,1,1,1
coffe_image(285).jpg,0,1,0,2,1,1,1
coffe_image(286).jpg,0,1,0,2,1,1,1
coffe_image(287).jpg,0,1,0,2,1,1,1
coffe_image(288).jpg,0,1,0,2,1,1,1
coffe_image(289).jpg,0,1,0,2,1,1,1
coffe_image(290).jpg,0,1,0,2,1,1,1
coffe_image(291).jpg,0,1,0,2,1,1,1
coffe_image(292).jpg,1,2,0,2,0,1,1
coffe_image(293).jpg,1,2,0,2,0,1,1
coffe_image(294).jpg,1,2,0,2,0,1,1
coffe_image(295).jpg,1,2,0,2,0,1,1
coffe_image(296).jpg,1,2,0,2,0,1,1
coffe_image(297).jpg,1,2,0,2,0,1,1
coffe_image(298).jpg,1,2,0,2,0,1,1
coffe_image(299).jpg,1,2,0,2,0,1,1
coffe_image(300).jpg,1,2,0,2,0,1,1
coffe_image(301).jpg,2,0,0,1,1,0,1
coffe_image(302).jpg,2,-1,0,1,1,0,1
coffe_image(303).jpg,2,-1,0,1,1,0,1
coffe_image(304).jpg,2,-1,0,1,1,0,1
coffe_image(305).jpg,2,-1,0,1,1,0,1
coffe_image(306).jpg,1,-1,0,1,0,0,1
coffe_image(307).jpg,1,2,0,2,0,1,1
coffe_image(308).jpg,1,2,0,2,0,1,1
coffe_image(309).jpg,1,2,0,2,0,1,1
coffe_image(310).jpg,1,2,0,2,0,1,1
coffe_image(311).jpg,1,2,0,2,0,1,1
coffe_image(312).jpg,1,2,0,2,0,1,1
coffe_image(313).jpg,1,2,0,2,0,1,1
coffe_image(314).jpg,1,2,0,2,0,1,1
coffe_image(315).jpg,1,2,0,2,0,1,1
coffe_image(316).jpg,2,-1,0,2,1,1,1
coffe_image(317).jpg,2,-1,0,2,1,1,1
coffe_image(318).jpg,2,-1,0,2,1,1,1
coffe_image(319).jpg,2,-1,0,2,1,1,1
coffe_image(320).jpg,2,-1,0,2,1,1,1
coffe_image(321).jpg,2,-1,0,2,1,1,1
coffe_image(322).jpg,2,-1,0,2,1,1,1
coffe_image(323).jpg,1,2,0,2,0,1,1
coffe_image(324).jpg,1,2,0,2,0,1,1
coffe_image(325).jpg,1,2,0,2,0,1,1
coffe_image(326).jpg,1,2,0,2,0,1,1
coffe_image(327).jpg,1,2,0,2,0,1,1
coffe_image(328).jpg,1,2,0,2,0,1,1
coffe_image(329).jpg,1,2,0,2,0,1,1
coffe_image(330).jpg,1,2,0,2,0,1,1
coffe_image(331).jpg,1,2,0,2,0,1,1
coffe_image(332).jpg,1,2,0,2,0,1,1
coffe_image(333).jpg,1,2,0,2,0,1,1
coffe_image(334).jpg,1,2,0,2,0,1,1
coffe_image(335).jpg,1,2,0,2,0,1,1
coffe_image(336).jpg,1,2,0,2,0,1,1
coffe_image(337).jpg,1,2,0,2,0,1,1
coffe_image(338).jpg,1,2,0,2,0,1,1
coffe_image(339).jpg,2,-1,0,2,1,1,1
coffe_image(340).jpg,2,-1,0,2,1,1,1
coffe_image(341).jpg,2,-1,0,2,1,1,1
coffe_image(342).jpg,2,-1,0,2,1,1,1
coffe_image(343).jpg,1,2,0,2,0,1,1
coffe_image(344).jpg,1,2,0,2,0,1,1
coffe_image(345).jpg,1,2,0,2,0,1,1
coffe_image(346).jpg,1,2,0,2,0,1,1
coffe_image(347).jpg,2,2,0,1,1,0,1
coffe_image(348).jpg,2,2,0,1,1,0,1
coffe_image(349).jpg,2,2,0,1,1,0,1
coffe_image(350).jpg,2,2,0,1,1,0,1
coffe_image(651).jpg,2,-1,1,2,2,0,1
coffe_image(652).jpg,2,0,2,1,2,0,1
coffe_image(653).jpg,1,-1,0,1,2,0,1
coffe_image(654).jpg,1,2,0,2,1,1,1
coffe_image(655).jpg,0,2,0,1,0,0,1
coffe_image(656).jpg,1,2,0,2,1,1,1
coffe_image(657).jpg,1,2,0,1,0,1,1
coffe_image(658).jpg,1,2,0,1,0,1,1
coffe_image(659).jpg,1,2,0,1,0,1,1
coffe_image(660).jpg,2,-1,2,2,2,2,1
coffe_image(661).jpg,1,-1,0,0,2,0,1
coffe_image(662).jpg,1,-1,0,1,2,1,1
coffe_image(663).jpg,2,-1,2,1,2,1,1
coffe_image(664).jpg,1,-1,0,1,1,0,1
coffe_image(665).jpg,0,2,0,1,0,1,1
coffe_image(666).jpg,0,2,0,1,0,1,1
coffe_image(667).jpg,0,2,0,2,0,2,1
coffe_image(668).jpg,1,-1,0,1,2,1,1
coffe_image(669).jpg,2,1,2,1,2,0,1
coffe_image(670).jpg,0,2,0,1,0,0,1
coffe_image(671).jpg,2,-1,2,1,2,0,1
coffe_image(672).jpg,0,2,0,1,0,0,1
coffe_image(673).jpg,1,2,0,2,1,2,1
coffe_image(674).jpg,1,-1,0,1,1,0,1
coffe_image(675).jpg,2,-1,2,1,2,0,1
coffe_image(676).jpg,2,-1,2,2,2,2,1
coffe_image(677).jpg,1,-1,0,1,2,1,1
coffe_image(678).jpg,2,-1,2,2,2,2,1
coffe_image(679).jpg,0,2,0,2,1,2,1
coffe_image(680).jpg,2,-1,2,1,2,2,1
coffe_image(681).jpg,2,-1,0,2,1,1,1
coffe_image(682).jpg,2,-1,0,2,1,1,1
coffe_image(683).jpg,2,1,0,1,2,0,1
coffe_image(684).jpg,2,1,1,2,2,2,1
coffe_image(685).jpg,0,2,0,1,0,0,1
coffe_image(686).jpg,1,1,0,2,1,1,1
coffe_image(687).jpg,2,-1,2,2,2,1,1
coffe_image(688).jpg,2,-1,2,2,2,1,1
coffe_image(601).jpg,1,2,0,2,1,2,1
coffe_image(602).jpg,2,-1,1,2,2,2,1
coffe_image(603).jpg,0,-1,0,2,2,1,1
coffe_image(604).jpg,2,-1,2,2,2,0,1
coffe_image(605).jpg,2,-1,0,0,2,0,1
coffe_image(606).jpg,2,-1,0,0,2,0,1
coffe_image(607).jpg,2,1,2,2,2,2,1
coffe_image(608).jpg,2,-1,2,2,2,2,1
coffe_image(609).jpg,0,2,0,1,0,0,1
coffe_image(610).jpg,0,2,0,1,0,0,1
coffe_image(611).jpg,2,-1,2,2,2,2,1
coffe_image(612).jpg,2,-1,2,2,2,2,1
coffe_image(613).jpg,0,1,0,1,0,0,1
coffe_image(614).jpg,2,-1,0,1,1,1,1
coffe_image(615).jpg,2,-1,2,2,2,1,1
coffe_image(616).jpg,0,2,0,1,0,0,1
coffe_image(617).jpg,0,2,0,1,0,0,1
coffe_image(618).jpg,2,-1,0,2,2,2,1
coffe_image(619).jpg,1,-1,0,1,1,1,1
coffe_image(620).jpg,1,-1,0,2,2,2,1
coffe_image(621).jpg,0,2,0,1,0,1,1
coffe_image(622).jpg,1,2,0,2,0,1,1
coffe_image(623).jpg,1,2,0,2,0,1,1
coffe_image(624).jpg,1,-1,2,2,2,2,1
coffe_image(625).jpg,2,-1,2,2,2,0,1
coffe_image(626).jpg,0,2,0,1,0,0,1
coffe_image(627).jpg,0,2,0,1,0,1,1
coffe_image(628).jpg,2,-1,2,2,2,2,1
coffe_image(629).jpg,2,-1,2,2,2,1,1
coffe_image(630).jpg,2,-1,0,2,2,1,1
coffe_image(631).jpg,2,-1,0,1,2,0,1
coffe_image(632).jpg,0,2,0,1,0,0,1
coffe_image(633).jpg,2,-1,2,2,2,1,1
coffe_image(634).jpg,2,-1,1,2,2,1,1
coffe_image(635).jpg,2,-1,2,2,2,0,1
coffe_image(636).jpg,2,-1,2,2,2,1,1
coffe_image(637).jpg,2,-1,2,2,2,1,1
coffe_image(638).jpg,2,-1,2,1,2,0,1
coffe_image(639).jpg,2,-1,2,1,2,0,1
coffe_image(640).jpg,2,-1,2,1,2,0,1
coffe_image(641).jpg,2,-1,1,2,2,0,1
coffe_image(642).jpg,1,-1,0,2,2,1,1
coffe_image(643).jpg,2,1,2,2,2,0,1
coffe_image(644).jpg,2,-1,2,2,2,2,1
coffe_image(645).jpg,2,-1,2,2,2,2,1
coffe_image(647).jpg,0,1,0,1,2,0,1
coffe_image(648).jpg,2,-1,2,2,2,2,1
coffe_image(649).jpg,0,2,0,1,0,0,1
coffe_image(650).jpg,2,-1,2,2,2,2,1
coffe_image(551).jpg,1,2,0,2,0,1,1
coffe_image(552).jpg,2,-1,2,2,2,1,1
coffe_image(553).jpg,0,2,0,1,0,1,1
coffe_image(554).jpg,2,1,1,2,2,2,1
coffe_image(555).jpg,2,-1,2,2,2,1,1
coffe_image(556).jpg,0,2,0,1,0,0,1
coffe_image(557).jpg,0,2,0,2,0,1,1
coffe_image(558).jpg,0,-1,1,2,2,2,1
coffe_image(559).jpg,0,2,0,2,0,0,1
coffe_image(560).jpg,0,2,0,1,0,1,1
coffe_image(562).jpg,2,-1,2,2,2,1,1
coffe_image(563).jpg,0,1,0,1,2,1,1
coffe_image(564).jpg,2,-1,0,2,2,1,1
coffe_image(565).jpg,0,2,0,1,0,0,1
coffe_image(566).jpg,2,-1,0,1,2,1,1
coffe_image(567).jpg,2,-1,0,1,1,1,1
coffe_image(568).jpg,0,2,0,1,0,1,1
coffe_image(569).jpg,0,2,0,1,0,1,1
coffe_image(570).jpg,1,1,0,1,2,1,1
coffe_image(571).jpg,1,-1,0,1,2,2,1
coffe_image(572).jpg,2,-1,0,1,1,1,1
coffe_image(573).jpg,2,-1,0,1,1,1,1
coffe_image(574).jpg,0,2,0,1,0,1,1
coffe_image(575).jpg,2,-1,0,1,2,1,1
coffe_image(576).jpg,1,1,0,2,2,1,1
coffe_image(577).jpg,0,-1,0,1,2,0,1
coffe_image(578).jpg,2,-1,2,2,2,2,1
coffe_image(579).jpg,2,1,2,2,2,2,1
coffe_image(580).jpg,2,-1,2,2,2,1,1
coffe_image(581).jpg,2,-1,2,2,2,2,1
coffe_image(582).jpg,1,2,0,2,1,0,1
coffe_image(583).jpg,0,2,0,1,0,1,1
coffe_image(584).jpg,0,2,0,1,0,1,1
coffe_image(585).jpg,2,1,2,1,2,0,1
coffe_image(586).jpg,1,-1,0,1,1,0,1
coffe_image(587).jpg,2,2,0,1,1,0,1
coffe_image(588).jpg,2,-1,0,0,2,0,1
coffe_image(589).jpg,2,-1,2,0,2,0,1
coffe_image(590).jpg,1,-1,2,0,2,0,1
coffe_image(591).jpg,1,-1,2,1,2,0,1
coffe_image(592).jpg,2,-1,2,0,2,0,1
coffe_image(593).jpg,0,-1,0,1,1,1,1
coffe_image(594).jpg,2,-1,2,0,2,0,1
coffe_image(595).jpg,0,2,0,2,0,1,1
coffe_image(596).jpg,0,2,0,1,0,0,1
coffe_image(597).jpg,0,2,0,1,0,0,1
coffe_image(598).jpg,0,2,0,1,0,0,1
coffe_image(599).jpg,0,2,0,1,0,0,1
coffe_image(600).jpg,0,-1,0,1,2,1,1
coffe_image(501).jpg,0,1,0,1,2,0,1
coffe_image(502).jpg,1,-1,0,1,2,0,1
coffe_image(503).jpg,0,1,0,1,2,1,1
coffe_image(504).jpg,2,-1,1,2,2,1,1
coffe_image(505).jpg,2,-1,1,2,2,0,1
coffe_image(506).jpg,1,-1,0,2,2,2,1
coffe_image(507).jpg,0,2,0,2,0,1,1
coffe_image(508).jpg,0,2,0,2,0,0,1
coffe_image(509).jpg,1,-1,1,1,2,0,1
coffe_image(510).jpg,2,-1,2,2,2,2,1
coffe_image(511).jpg,2,-1,2,2,2,0,1
coffe_image(512).jpg,2,-1,2,2,2,0,1
coffe_image(513).jpg,2,1,2,2,2,2,1
coffe_image(514).jpg,2,-1,2,2,2,1,1
coffe_image(515).jpg,2,-1,2,2,2,1,1
coffe_image(516).jpg,2,1,2,2,2,2,1
coffe_image(517).jpg,2,-1,0,1,2,0,1
coffe_image(518).jpg,1,-1,1,2,2,2,1
coffe_image(519).jpg,2,-1,2,2,2,2,1
coffe_image(520).jpg,0,2,0,1,0,0,1
coffe_image(521).jpg,0,2,0,1,0,0,1
coffe_image(522).jpg,0,2,0,2,0,1,1
coffe_image(523).jpg,0,2,0,2,0,1,1
coffe_image(524).jpg,0,2,0,1,0,0,1
coffe_image(525).jpg,0,2,0,2,0,1,1
coffe_image(526).jpg,0,2,0,2,0,1,1
coffe_image(527).jpg,0,2,0,2,0,1,1
coffe_image(528).jpg,0,2,0,2,0,1,1
coffe_image(529).jpg,0,2,0,2,0,1,1
coffe_image(530).jpg,0,2,0,1,0,0,1
coffe_image(531).jpg,0,2,0,2,0,1,1
coffe_image(532).jpg,1,1,0,0,2,0,1
coffe_image(533).jpg,2,1,2,2,2,1,1
coffe_image(534).jpg,0,-1,0,2,2,2,1
coffe_image(535).jpg,2,-1,2,2,2,0,1
coffe_image(536).jpg,2,1,0,2,1,0,1
coffe_image(537).jpg,1,2,0,2,0,2,1
coffe_image(538).jpg,2,-1,2,2,2,1,1
coffe_image(539).jpg,2,-1,2,2,2,2,1
coffe_image(540).jpg,2,-1,0,2,2,2,1
coffe_image(541).jpg,0,1,0,1,2,0,1
coffe_image(542).jpg,0,1,0,1,2,0,1
coffe_image(543).jpg,2,-1,2,2,2,2,1
coffe_image(544).jpg,2,2,0,1,1,0,1
