image_name,crema,color_clarity,presentation,type_of_cup,type_of_coffee,served_way,is_relevant
coffe_image(63),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(64),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(65),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(66),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(67),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(68),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(69),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(70),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(71),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(72),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(73),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(74),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(75),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(76),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(77),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(78),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(79),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(80),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(81),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(82),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(83),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(84),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(85),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(86),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(87),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(88),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(89),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(90),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(91),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(92),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(93),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(94),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(95),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(96),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(97),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(98),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(99),1.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(101),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(102),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(103),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(104),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(105),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(106),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(107),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(108),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(109),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(110),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(111),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(112),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(113),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(114),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(115),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(116),1.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(117),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(118),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(119),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(120),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(121),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(122),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(123),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(124),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(125),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(126),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(127),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(128),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(129),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(130),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(131),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(132),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(133),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(134),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(135),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(136),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(137),2.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(138),2.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(139),2.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(140),2.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(141),2.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(142),2.0,-1.0,0.0,2.0,0.0,1.0,1
coffe_image(143),0.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(144),0.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(145),0.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(146),0.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(147),0.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(148),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(149),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(150),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(151),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(152),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(153),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(154),1.0,2.0,0.0,2.0,1.0,1.0,1
coffe_image(155),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(156),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(157),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(158),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(159),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(160),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(161),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(162),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(163),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(164),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(165),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(166),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(167),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(168),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(169),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(170),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(171),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(172),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(173),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(174),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(175),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(176),1.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(177),0.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(178),0.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(179),0.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(180),0.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(181),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(182),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(183),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(184),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(185),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(186),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(187),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(188),1.0,-1.0,0.0,2.0,0.0,0.0,1
coffe_image(189),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(190),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(191),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(192),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(193),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(194),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(195),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(196),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(197),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(198),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(199),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(200),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(201),1.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(202),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(203),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(204),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(205),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(206),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(207),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(208),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(209),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(210),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(211),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(212),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(213),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(214),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(215),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(216),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(217),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(218),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(219),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(220),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(221),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(222),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(223),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(224),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(225),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(226),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(227),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(228),0.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(229),1.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(230),1.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(231),1.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(232),1.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(233),1.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(234),1.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(235),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(236),0.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(237),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(238),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(239),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(240),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(241),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(242),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(243),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(244),2.0,1.0,0.0,1.0,1.0,0.0,1
coffe_image(245),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(246),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(247),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(248),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(249),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(250),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(251),1.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(252),1.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(253),1.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(254),1.0,0.0,0.0,2.0,0.0,1.0,1
coffe_image(255),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(256),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(257),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(258),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(259),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(260),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(261),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(262),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(263),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(264),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(265),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(266),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(267),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(268),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(269),0.0,0.0,0.0,2.0,1.0,0.0,1
coffe_image(270),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(271),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(272),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(273),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(274),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(275),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(276),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(277),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(278),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(279),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(280),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(281),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(282),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(283),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(284),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(285),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(286),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(287),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(288),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(289),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(290),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(291),0.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(292),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(293),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(294),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(295),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(296),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(297),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(298),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(299),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(300),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(301),2.0,0.0,0.0,1.0,1.0,0.0,1
coffe_image(302),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(303),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(304),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(305),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(306),1.0,-1.0,0.0,1.0,0.0,0.0,1
coffe_image(307),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(308),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(309),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(310),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(311),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(312),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(313),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(314),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(315),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(316),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(317),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(318),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(319),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(320),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(321),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(322),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(323),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(324),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(325),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(326),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(327),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(328),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(329),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(330),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(331),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(332),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(333),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(334),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(335),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(336),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(337),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(338),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(339),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(340),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(341),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(342),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(343),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(344),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(345),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(346),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(347),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(348),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(349),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(350),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(651),2.0,-1.0,1.0,2.0,2.0,0.0,1
coffe_image(652),2.0,0.0,2.0,1.0,2.0,0.0,1
coffe_image(653),1.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(654),1.0,2.0,0.0,2.0,1.0,1.0,1
coffe_image(655),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(656),1.0,2.0,0.0,2.0,1.0,1.0,1
coffe_image(657),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(658),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(659),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(660),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(661),1.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(662),1.0,-1.0,0.0,1.0,2.0,1.0,1
coffe_image(663),2.0,-1.0,2.0,1.0,2.0,1.0,1
coffe_image(664),1.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(665),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(666),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(667),0.0,2.0,0.0,2.0,0.0,2.0,1
coffe_image(668),1.0,-1.0,0.0,1.0,2.0,1.0,1
coffe_image(669),2.0,1.0,2.0,1.0,2.0,0.0,1
coffe_image(670),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(671),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(672),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(673),1.0,2.0,0.0,2.0,1.0,2.0,1
coffe_image(674),1.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(675),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(676),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(677),1.0,-1.0,0.0,1.0,2.0,1.0,1
coffe_image(678),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(679),0.0,2.0,0.0,2.0,1.0,2.0,1
coffe_image(680),2.0,-1.0,2.0,1.0,2.0,2.0,1
coffe_image(681),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(682),2.0,-1.0,0.0,2.0,1.0,1.0,1
coffe_image(683),2.0,1.0,0.0,1.0,2.0,0.0,1
coffe_image(684),2.0,1.0,1.0,2.0,2.0,2.0,1
coffe_image(685),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(686),1.0,1.0,0.0,2.0,1.0,1.0,1
coffe_image(687),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(688),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(601),1.0,2.0,0.0,2.0,1.0,2.0,1
coffe_image(602),2.0,-1.0,1.0,2.0,2.0,2.0,1
coffe_image(603),0.0,-1.0,0.0,2.0,2.0,1.0,1
coffe_image(604),2.0,-1.0,2.0,2.0,2.0,0.0,1
coffe_image(605),2.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(606),2.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(607),2.0,1.0,2.0,2.0,2.0,2.0,1
coffe_image(608),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(609),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(610),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(611),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(612),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(613),0.0,1.0,0.0,1.0,0.0,0.0,1
coffe_image(614),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(615),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(616),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(617),0.0,2.0,0.0,1.0,0.0,0.0,1
